Player: t: 0.00, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 5.01, x: -298163.25, y: 1338.23, z: 687962.38, pitch: 2.37, bank: -0.00, yaw: 286.79 Emitters.Mode: 0 
Player: t: 0.01, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 5.01, x: -298162.74, y: 1338.23, z: 687960.68, pitch: 2.37, bank: 0.00, yaw: 286.79 Emitters.Mode: 0 
Player: t: 0.03, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 5.00, x: -298161.59, y: 1338.23, z: 687956.87, pitch: 2.36, bank: 0.00, yaw: 286.79 Emitters.Mode: 0 
Player: t: 0.05, MSLAlt: 1338.23, speed(m/s): 206.41, heading: 5.00, x: -298159.81, y: 1338.23, z: 687950.95, pitch: 2.31, bank: 0.04, yaw: 286.78 Emitters.Mode: 0 
Player: t: 0.10, MSLAlt: 1338.23, speed(m/s): 202.64, heading: 5.00, x: -298156.75, y: 1338.23, z: 687940.80, pitch: 2.15, bank: 0.16, yaw: 286.75 Emitters.Mode: 0 
Player: t: 0.12, MSLAlt: 1338.23, speed(m/s): 202.64, heading: 5.00, x: -298155.85, y: 1338.23, z: 687937.84, pitch: 2.10, bank: 0.19, yaw: 286.73 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 1338.23, speed(m/s): 202.61, heading: 5.00, x: -298154.83, y: 1338.23, z: 687934.46, pitch: 2.05, bank: 0.26, yaw: 286.71 Emitters.Mode: 0 
Player: t: 0.15, MSLAlt: 1338.23, speed(m/s): 202.59, heading: 5.00, x: -298153.87, y: 1338.22, z: 687931.29, pitch: 2.01, bank: 0.30, yaw: 286.70 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1338.22, speed(m/s): 202.55, heading: 5.00, x: -298152.85, y: 1338.22, z: 687927.91, pitch: 1.96, bank: 0.37, yaw: 286.67 Emitters.Mode: 0 
Player: t: 0.18, MSLAlt: 1338.22, speed(m/s): 202.52, heading: 5.00, x: -298151.77, y: 1338.22, z: 687924.32, pitch: 1.91, bank: 0.44, yaw: 286.65 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1338.21, speed(m/s): 202.52, heading: 5.00, x: -298150.94, y: 1338.21, z: 687921.58, pitch: 1.89, bank: 0.49, yaw: 286.63 Emitters.Mode: 0 
Player: t: 0.21, MSLAlt: 1338.21, speed(m/s): 202.49, heading: 5.00, x: -298149.92, y: 1338.21, z: 687918.20, pitch: 1.86, bank: 0.54, yaw: 286.61 Emitters.Mode: 0 
Player: t: 0.23, MSLAlt: 1338.20, speed(m/s): 202.45, heading: 5.00, x: -298148.77, y: 1338.20, z: 687914.40, pitch: 1.82, bank: 0.61, yaw: 286.58 Emitters.Mode: 0 
Player: t: 0.26, MSLAlt: 1338.18, speed(m/s): 202.42, heading: 5.00, x: -298146.99, y: 1338.18, z: 687908.49, pitch: 1.77, bank: 0.71, yaw: 286.54 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 1338.17, speed(m/s): 202.39, heading: 5.00, x: -298146.03, y: 1338.17, z: 687905.32, pitch: 1.74, bank: 0.77, yaw: 286.51 Emitters.Mode: 0 
Player: t: 0.29, MSLAlt: 1338.17, speed(m/s): 202.34, heading: 5.00, x: -298144.94, y: 1338.16, z: 687901.73, pitch: 1.72, bank: 0.81, yaw: 286.49 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 1338.15, speed(m/s): 202.31, heading: 5.00, x: -298144.05, y: 1338.15, z: 687898.78, pitch: 1.69, bank: 0.86, yaw: 286.47 Emitters.Mode: 0 
Player: t: 0.32, MSLAlt: 1338.14, speed(m/s): 202.31, heading: 5.00, x: -298143.10, y: 1338.14, z: 687895.62, pitch: 1.68, bank: 0.89, yaw: 286.45 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 1338.13, speed(m/s): 202.28, heading: 5.00, x: -298142.01, y: 1338.13, z: 687892.03, pitch: 1.65, bank: 0.93, yaw: 286.43 Emitters.Mode: 0 
Player: t: 0.35, MSLAlt: 1338.11, speed(m/s): 202.24, heading: 5.00, x: -298141.06, y: 1338.11, z: 687888.87, pitch: 1.63, bank: 0.97, yaw: 286.41 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 1338.10, speed(m/s): 202.20, heading: 5.00, x: -298140.17, y: 1338.10, z: 687885.92, pitch: 1.62, bank: 1.00, yaw: 286.39 Emitters.Mode: 0 
Player: t: 0.38, MSLAlt: 1338.08, speed(m/s): 202.17, heading: 5.00, x: -298139.02, y: 1338.08, z: 687882.12, pitch: 1.59, bank: 1.03, yaw: 286.37 Emitters.Mode: 0 
Player: t: 0.39, MSLAlt: 1338.07, speed(m/s): 202.17, heading: 5.00, x: -298138.13, y: 1338.07, z: 687879.17, pitch: 1.58, bank: 1.04, yaw: 286.36 Emitters.Mode: 0 
Player: t: 0.41, MSLAlt: 1338.05, speed(m/s): 202.13, heading: 5.00, x: -298137.11, y: 1338.05, z: 687875.80, pitch: 1.56, bank: 1.07, yaw: 286.34 Emitters.Mode: 0 
Player: t: 0.43, MSLAlt: 1338.03, speed(m/s): 202.10, heading: 5.00, x: -298136.03, y: 1338.03, z: 687872.22, pitch: 1.54, bank: 1.09, yaw: 286.32 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 1338.02, speed(m/s): 202.06, heading: 5.00, x: -298135.07, y: 1338.01, z: 687869.06, pitch: 1.52, bank: 1.10, yaw: 286.31 Emitters.Mode: 0 
Player: t: 0.46, MSLAlt: 1337.99, speed(m/s): 202.06, heading: 5.00, x: -298134.18, y: 1337.99, z: 687866.11, pitch: 1.51, bank: 1.12, yaw: 286.30 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 1337.97, speed(m/s): 202.02, heading: 5.00, x: -298132.97, y: 1337.97, z: 687862.10, pitch: 1.49, bank: 1.13, yaw: 286.28 Emitters.Mode: 0 
Player: t: 0.49, MSLAlt: 1337.95, speed(m/s): 201.99, heading: 5.00, x: -298132.21, y: 1337.95, z: 687859.58, pitch: 1.47, bank: 1.13, yaw: 286.28 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 1337.92, speed(m/s): 201.95, heading: 5.00, x: -298131.13, y: 1337.92, z: 687856.00, pitch: 1.45, bank: 1.14, yaw: 286.26 Emitters.Mode: 0 
Player: t: 0.52, MSLAlt: 1337.91, speed(m/s): 201.91, heading: 5.00, x: -298130.04, y: 1337.90, z: 687852.42, pitch: 1.44, bank: 1.15, yaw: 286.25 Emitters.Mode: 0 
Player: t: 0.54, MSLAlt: 1337.88, speed(m/s): 201.91, heading: 5.00, x: -298129.15, y: 1337.88, z: 687849.47, pitch: 1.43, bank: 1.15, yaw: 286.24 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 1337.86, speed(m/s): 201.88, heading: 5.00, x: -298128.20, y: 1337.85, z: 687846.31, pitch: 1.41, bank: 1.15, yaw: 286.23 Emitters.Mode: 0 
Player: t: 0.57, MSLAlt: 1337.83, speed(m/s): 201.85, heading: 5.00, x: -298127.18, y: 1337.82, z: 687842.94, pitch: 1.40, bank: 1.15, yaw: 286.22 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 1337.80, speed(m/s): 201.80, heading: 5.00, x: -298126.17, y: 1337.80, z: 687839.58, pitch: 1.38, bank: 1.15, yaw: 286.21 Emitters.Mode: 0 
