Player: t: 0.00, MSLAlt: 695.66, speed(m/s): 247.84, heading: 9.37, x: -272959.00, y: 695.66, z: 674593.25, pitch: 1.65, bank: -0.00, yaw: 536.73 Emitters.Mode: 0 
Player: t: 0.02, MSLAlt: 695.66, speed(m/s): 247.84, heading: 3.08, x: -272963.10, y: 695.66, z: 674593.49, pitch: 1.65, bank: 0.02, yaw: 176.70 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 695.66, speed(m/s): 247.84, heading: 3.08, x: -272969.00, y: 695.66, z: 674593.83, pitch: 1.61, bank: 0.02, yaw: 176.70 Emitters.Mode: 0 
Player: t: 0.06, MSLAlt: 695.66, speed(m/s): 249.89, heading: 3.08, x: -272975.16, y: 695.66, z: 674594.18, pitch: 1.54, bank: 0.02, yaw: 176.70 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 695.65, speed(m/s): 249.76, heading: 3.08, x: -272987.20, y: 695.65, z: 674594.88, pitch: 1.38, bank: 0.03, yaw: 176.70 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 695.65, speed(m/s): 249.71, heading: 3.08, x: -272991.55, y: 695.64, z: 674595.13, pitch: 1.33, bank: 0.04, yaw: 176.70 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 695.64, speed(m/s): 249.65, heading: 3.08, x: -272995.14, y: 695.64, z: 674595.34, pitch: 1.30, bank: 0.04, yaw: 176.69 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 695.63, speed(m/s): 249.65, heading: 3.08, x: -272998.98, y: 695.63, z: 674595.56, pitch: 1.27, bank: 0.04, yaw: 176.69 Emitters.Mode: 0 
Player: t: 0.17, MSLAlt: 695.63, speed(m/s): 249.58, heading: 3.08, x: -273003.33, y: 695.63, z: 674595.81, pitch: 1.24, bank: 0.05, yaw: 176.69 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 695.62, speed(m/s): 249.52, heading: 3.08, x: -273007.17, y: 695.62, z: 674596.04, pitch: 1.21, bank: 0.05, yaw: 176.69 Emitters.Mode: 0 
Player: t: 0.20, MSLAlt: 695.61, speed(m/s): 249.46, heading: 3.08, x: -273011.01, y: 695.61, z: 674596.26, pitch: 1.20, bank: 0.05, yaw: 176.69 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 695.60, speed(m/s): 249.38, heading: 3.08, x: -273015.36, y: 695.60, z: 674596.51, pitch: 1.17, bank: 0.06, yaw: 176.69 Emitters.Mode: 0 
Player: t: 0.23, MSLAlt: 695.59, speed(m/s): 249.38, heading: 3.08, x: -273018.94, y: 695.59, z: 674596.72, pitch: 1.15, bank: 0.06, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 695.58, speed(m/s): 249.32, heading: 3.08, x: -273023.29, y: 695.57, z: 674596.97, pitch: 1.14, bank: 0.06, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 695.56, speed(m/s): 249.26, heading: 3.08, x: -273027.63, y: 695.56, z: 674597.22, pitch: 1.13, bank: 0.06, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 695.55, speed(m/s): 249.19, heading: 3.08, x: -273030.95, y: 695.55, z: 674597.41, pitch: 1.11, bank: 0.06, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 695.53, speed(m/s): 249.19, heading: 3.08, x: -273034.79, y: 695.53, z: 674597.63, pitch: 1.10, bank: 0.06, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.31, MSLAlt: 695.51, speed(m/s): 249.13, heading: 3.08, x: -273039.13, y: 695.51, z: 674597.88, pitch: 1.09, bank: 0.07, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 695.50, speed(m/s): 249.07, heading: 3.08, x: -273042.71, y: 695.50, z: 674598.09, pitch: 1.08, bank: 0.07, yaw: 176.68 Emitters.Mode: 0 
Player: t: 0.34, MSLAlt: 695.48, speed(m/s): 248.99, heading: 3.08, x: -273046.79, y: 695.48, z: 674598.33, pitch: 1.06, bank: 0.07, yaw: 176.68 Emitters.Mode: 0 
