Player: t: 0.00, MSLAlt: 1221.76, speed(m/s): 241.52, heading: 5.52, x: -310882.44, y: 1221.76, z: 684767.88, pitch: 1.73, bank: -0.00, yaw: 316.08 Emitters.Mode: 0 
Player: t: 0.01, MSLAlt: 1221.76, speed(m/s): 241.52, heading: 5.52, x: -310881.33, y: 1221.76, z: 684766.81, pitch: 1.73, bank: 0.00, yaw: 316.08 Emitters.Mode: 0 
Player: t: 0.03, MSLAlt: 1221.76, speed(m/s): 241.52, heading: 5.52, x: -310877.07, y: 1221.76, z: 684762.70, pitch: 1.72, bank: 0.00, yaw: 316.08 Emitters.Mode: 0 
Player: t: 0.08, MSLAlt: 1221.76, speed(m/s): 237.59, heading: 5.52, x: -310866.90, y: 1221.76, z: 684752.90, pitch: 1.55, bank: 0.01, yaw: 316.08 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 1221.75, speed(m/s): 237.48, heading: 5.52, x: -310858.22, y: 1221.75, z: 684744.53, pitch: 1.43, bank: 0.02, yaw: 316.07 Emitters.Mode: 0 
Player: t: 0.15, MSLAlt: 1221.74, speed(m/s): 237.43, heading: 5.52, x: -310855.44, y: 1221.74, z: 684741.86, pitch: 1.39, bank: 0.02, yaw: 316.07 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1221.74, speed(m/s): 237.37, heading: 5.52, x: -310852.86, y: 1221.74, z: 684739.37, pitch: 1.36, bank: 0.03, yaw: 316.07 Emitters.Mode: 0 
Player: t: 0.18, MSLAlt: 1221.73, speed(m/s): 237.37, heading: 5.52, x: -310849.90, y: 1221.73, z: 684736.52, pitch: 1.33, bank: 0.03, yaw: 316.07 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1221.72, speed(m/s): 237.32, heading: 5.52, x: -310847.13, y: 1221.72, z: 684733.85, pitch: 1.31, bank: 0.03, yaw: 316.07 Emitters.Mode: 0 
Player: t: 0.21, MSLAlt: 1221.71, speed(m/s): 237.27, heading: 5.52, x: -310844.18, y: 1221.71, z: 684731.01, pitch: 1.28, bank: 0.04, yaw: 316.07 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 1221.70, speed(m/s): 237.20, heading: 5.52, x: -310841.41, y: 1221.70, z: 684728.34, pitch: 1.26, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.24, MSLAlt: 1221.69, speed(m/s): 237.20, heading: 5.52, x: -310838.46, y: 1221.69, z: 684725.49, pitch: 1.24, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 1221.68, speed(m/s): 237.15, heading: 5.52, x: -310835.69, y: 1221.68, z: 684722.83, pitch: 1.22, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 1221.67, speed(m/s): 237.10, heading: 5.52, x: -310832.93, y: 1221.66, z: 684720.16, pitch: 1.21, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 1221.65, speed(m/s): 237.04, heading: 5.52, x: -310829.79, y: 1221.65, z: 684717.14, pitch: 1.19, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 1221.63, speed(m/s): 236.98, heading: 5.52, x: -310826.84, y: 1221.63, z: 684714.30, pitch: 1.18, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.31, MSLAlt: 1221.62, speed(m/s): 236.98, heading: 5.52, x: -310824.44, y: 1221.61, z: 684711.99, pitch: 1.17, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 1221.60, speed(m/s): 236.93, heading: 5.52, x: -310821.49, y: 1221.60, z: 684709.14, pitch: 1.15, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.35, MSLAlt: 1221.58, speed(m/s): 236.87, heading: 5.52, x: -310818.36, y: 1221.58, z: 684706.12, pitch: 1.14, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 1221.56, speed(m/s): 236.82, heading: 5.52, x: -310815.60, y: 1221.56, z: 684703.46, pitch: 1.13, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.38, MSLAlt: 1221.54, speed(m/s): 236.82, heading: 5.52, x: -310812.83, y: 1221.54, z: 684700.80, pitch: 1.12, bank: 0.04, yaw: 316.06 Emitters.Mode: 0 
Player: t: 0.40, MSLAlt: 1221.52, speed(m/s): 236.77, heading: 5.52, x: -310809.52, y: 1221.51, z: 684697.60, pitch: 1.11, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.41, MSLAlt: 1221.49, speed(m/s): 236.70, heading: 5.52, x: -310807.12, y: 1221.49, z: 684695.30, pitch: 1.09, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.42, MSLAlt: 1221.47, speed(m/s): 236.65, heading: 5.52, x: -310804.18, y: 1221.47, z: 684692.46, pitch: 1.08, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 1221.44, speed(m/s): 236.60, heading: 5.52, x: -310801.23, y: 1221.44, z: 684689.62, pitch: 1.07, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.46, MSLAlt: 1221.41, speed(m/s): 236.60, heading: 5.52, x: -310798.29, y: 1221.41, z: 684686.78, pitch: 1.06, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 1221.39, speed(m/s): 236.53, heading: 5.52, x: -310795.53, y: 1221.39, z: 684684.12, pitch: 1.05, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.49, MSLAlt: 1221.36, speed(m/s): 236.48, heading: 5.52, x: -310792.58, y: 1221.36, z: 684681.28, pitch: 1.04, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 1221.34, speed(m/s): 236.43, heading: 5.52, x: -310790.01, y: 1221.33, z: 684678.80, pitch: 1.03, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.52, MSLAlt: 1221.30, speed(m/s): 236.43, heading: 5.52, x: -310787.06, y: 1221.30, z: 684675.97, pitch: 1.02, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.53, MSLAlt: 1221.28, speed(m/s): 236.37, heading: 5.52, x: -310784.31, y: 1221.27, z: 684673.31, pitch: 1.01, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 1221.24, speed(m/s): 236.32, heading: 5.52, x: -310781.36, y: 1221.24, z: 684670.47, pitch: 1.00, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.56, MSLAlt: 1221.22, speed(m/s): 236.27, heading: 5.52, x: -310778.79, y: 1221.21, z: 684667.99, pitch: 0.99, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 1221.18, speed(m/s): 236.27, heading: 5.52, x: -310775.85, y: 1221.17, z: 684665.16, pitch: 0.98, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.59, MSLAlt: 1221.15, speed(m/s): 236.20, heading: 5.52, x: -310773.09, y: 1221.14, z: 684662.50, pitch: 0.97, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.61, MSLAlt: 1221.11, speed(m/s): 236.15, heading: 5.52, x: -310769.97, y: 1221.10, z: 684659.49, pitch: 0.96, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.62, MSLAlt: 1221.07, speed(m/s): 236.10, heading: 5.52, x: -310767.40, y: 1221.07, z: 684657.01, pitch: 0.95, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.64, MSLAlt: 1221.04, speed(m/s): 236.04, heading: 5.52, x: -310764.46, y: 1221.03, z: 684654.18, pitch: 0.94, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.65, MSLAlt: 1220.99, speed(m/s): 236.04, heading: 5.52, x: -310761.89, y: 1220.99, z: 684651.70, pitch: 0.93, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.67, MSLAlt: 1220.96, speed(m/s): 235.99, heading: 5.52, x: -310758.95, y: 1220.95, z: 684648.87, pitch: 0.93, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.69, MSLAlt: 1220.92, speed(m/s): 235.94, heading: 5.52, x: -310756.20, y: 1220.92, z: 684646.22, pitch: 0.92, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.70, MSLAlt: 1220.89, speed(m/s): 235.88, heading: 5.52, x: -310753.26, y: 1220.87, z: 684643.39, pitch: 0.91, bank: 0.04, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.72, MSLAlt: 1220.84, speed(m/s): 235.88, heading: 5.52, x: -310750.51, y: 1220.83, z: 684640.74, pitch: 0.90, bank: 0.03, yaw: 316.05 Emitters.Mode: 0 
Player: t: 0.73, MSLAlt: 1220.81, speed(m/s): 235.83, heading: 5.52, x: -310747.76, y: 1220.79, z: 684638.08, pitch: 0.89, bank: 0.03, yaw: 316.05 Emitters.Mode: 0 
