Player: t: 0.00, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 4.05, x: -279518.47, y: 1338.23, z: 685426.19, pitch: 2.37, bank: -0.00, yaw: 232.22 Emitters.Mode: 0 
Player: t: 0.02, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 4.05, x: -279520.77, y: 1338.23, z: 685423.22, pitch: 2.37, bank: -0.00, yaw: 232.22 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 4.05, x: -279523.34, y: 1338.23, z: 685419.90, pitch: 2.35, bank: 0.03, yaw: 232.22 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 4.05, x: -279523.34, y: 1338.23, z: 685419.90, pitch: 2.35, bank: 0.03, yaw: 232.22 Emitters.Mode: 0 
Player: t: 0.05, MSLAlt: 1338.23, speed(m/s): 206.41, heading: 4.05, x: -279525.37, y: 1338.23, z: 685417.28, pitch: 2.32, bank: 0.05, yaw: 232.21 Emitters.Mode: 0 
Player: t: 0.10, MSLAlt: 1338.23, speed(m/s): 205.91, heading: 4.05, x: -279531.73, y: 1338.23, z: 685409.08, pitch: 2.16, bank: 0.24, yaw: 232.17 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 1338.23, speed(m/s): 205.87, heading: 4.05, x: -279533.76, y: 1338.23, z: 685406.46, pitch: 2.12, bank: 0.30, yaw: 232.16 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 1338.23, speed(m/s): 205.85, heading: 4.05, x: -279535.92, y: 1338.23, z: 685403.66, pitch: 2.05, bank: 0.40, yaw: 232.14 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 1338.23, speed(m/s): 205.82, heading: 4.05, x: -279538.08, y: 1338.23, z: 685400.87, pitch: 2.00, bank: 0.51, yaw: 232.11 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1338.23, speed(m/s): 205.78, heading: 4.05, x: -279540.11, y: 1338.23, z: 685398.25, pitch: 1.96, bank: 0.58, yaw: 232.09 Emitters.Mode: 0 
Player: t: 0.18, MSLAlt: 1338.22, speed(m/s): 205.78, heading: 4.05, x: -279542.27, y: 1338.22, z: 685395.46, pitch: 1.91, bank: 0.70, yaw: 232.07 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1338.22, speed(m/s): 205.75, heading: 4.05, x: -279544.43, y: 1338.22, z: 685392.67, pitch: 1.86, bank: 0.81, yaw: 232.04 Emitters.Mode: 0 
Player: t: 0.21, MSLAlt: 1338.22, speed(m/s): 205.72, heading: 4.05, x: -279546.59, y: 1338.21, z: 685389.88, pitch: 1.84, bank: 0.89, yaw: 232.02 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 1338.21, speed(m/s): 205.68, heading: 4.05, x: -279548.61, y: 1338.21, z: 685387.26, pitch: 1.80, bank: 1.00, yaw: 231.99 Emitters.Mode: 0 
Player: t: 0.24, MSLAlt: 1338.20, speed(m/s): 205.68, heading: 4.05, x: -279550.63, y: 1338.20, z: 685384.64, pitch: 1.77, bank: 1.07, yaw: 231.97 Emitters.Mode: 0 
Player: t: 0.26, MSLAlt: 1338.20, speed(m/s): 205.65, heading: 4.05, x: -279552.93, y: 1338.20, z: 685381.68, pitch: 1.74, bank: 1.18, yaw: 231.95 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 1338.19, speed(m/s): 205.62, heading: 4.05, x: -279554.95, y: 1338.19, z: 685379.06, pitch: 1.71, bank: 1.28, yaw: 231.92 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 1338.18, speed(m/s): 205.58, heading: 4.05, x: -279556.97, y: 1338.18, z: 685376.45, pitch: 1.69, bank: 1.35, yaw: 231.91 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 1338.17, speed(m/s): 205.55, heading: 4.05, x: -279559.13, y: 1338.17, z: 685373.66, pitch: 1.66, bank: 1.44, yaw: 231.89 Emitters.Mode: 0 
Player: t: 0.32, MSLAlt: 1338.16, speed(m/s): 205.55, heading: 4.05, x: -279561.29, y: 1338.16, z: 685370.87, pitch: 1.64, bank: 1.50, yaw: 231.87 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 1338.15, speed(m/s): 205.52, heading: 4.05, x: -279563.31, y: 1338.15, z: 685368.26, pitch: 1.62, bank: 1.59, yaw: 231.85 Emitters.Mode: 0 
Player: t: 0.35, MSLAlt: 1338.14, speed(m/s): 205.47, heading: 4.05, x: -279565.46, y: 1338.14, z: 685365.47, pitch: 1.59, bank: 1.67, yaw: 231.84 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 1338.13, speed(m/s): 205.44, heading: 4.05, x: -279567.75, y: 1338.12, z: 685362.51, pitch: 1.58, bank: 1.72, yaw: 231.82 Emitters.Mode: 0 
Player: t: 0.38, MSLAlt: 1338.11, speed(m/s): 205.41, heading: 4.05, x: -279569.77, y: 1338.11, z: 685359.89, pitch: 1.55, bank: 1.80, yaw: 231.81 Emitters.Mode: 0 
Player: t: 0.40, MSLAlt: 1338.10, speed(m/s): 205.41, heading: 4.05, x: -279571.79, y: 1338.09, z: 685357.28, pitch: 1.54, bank: 1.84, yaw: 231.80 Emitters.Mode: 0 
Player: t: 0.41, MSLAlt: 1338.08, speed(m/s): 205.36, heading: 4.05, x: -279573.95, y: 1338.08, z: 685354.49, pitch: 1.52, bank: 1.91, yaw: 231.79 Emitters.Mode: 0 
Player: t: 0.43, MSLAlt: 1338.06, speed(m/s): 205.33, heading: 4.04, x: -279575.97, y: 1338.06, z: 685351.88, pitch: 1.49, bank: 1.98, yaw: 231.77 Emitters.Mode: 0 
