Player: t: 0.00, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 3.37, x: -271910.72, y: 1338.23, z: 674901.56, pitch: 2.37, bank: -0.00, yaw: 193.25 Emitters.Mode: 0 
Player: t: 0.01, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 3.37, x: -271913.73, y: 1338.23, z: 674900.85, pitch: 2.37, bank: -0.00, yaw: 193.25 Emitters.Mode: 0 
Player: t: 0.05, MSLAlt: 1338.23, speed(m/s): 206.41, heading: 3.37, x: -271922.12, y: 1338.23, z: 674898.88, pitch: 2.32, bank: 0.05, yaw: 193.24 Emitters.Mode: 0 
Player: t: 0.05, MSLAlt: 1338.23, speed(m/s): 206.41, heading: 3.37, x: -271922.12, y: 1338.23, z: 674898.88, pitch: 2.32, bank: 0.05, yaw: 193.24 Emitters.Mode: 0 
Player: t: 0.07, MSLAlt: 1338.23, speed(m/s): 208.68, heading: 3.37, x: -271925.56, y: 1338.23, z: 674898.07, pitch: 2.26, bank: 0.10, yaw: 193.22 Emitters.Mode: 0 
Player: t: 0.08, MSLAlt: 1338.23, speed(m/s): 208.65, heading: 3.37, x: -271928.78, y: 1338.23, z: 674897.31, pitch: 2.20, bank: 0.17, yaw: 193.20 Emitters.Mode: 0 
Player: t: 0.10, MSLAlt: 1338.23, speed(m/s): 208.61, heading: 3.37, x: -271932.43, y: 1338.23, z: 674896.45, pitch: 2.15, bank: 0.23, yaw: 193.19 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 1338.23, speed(m/s): 208.61, heading: 3.37, x: -271935.23, y: 1338.23, z: 674895.79, pitch: 2.09, bank: 0.32, yaw: 193.16 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 1338.23, speed(m/s): 208.58, heading: 3.37, x: -271939.31, y: 1338.23, z: 674894.82, pitch: 2.02, bank: 0.43, yaw: 193.12 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 1338.23, speed(m/s): 208.55, heading: 3.37, x: -271941.89, y: 1338.23, z: 674894.21, pitch: 1.99, bank: 0.50, yaw: 193.10 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1338.23, speed(m/s): 208.51, heading: 3.37, x: -271945.75, y: 1338.23, z: 674893.30, pitch: 1.93, bank: 0.62, yaw: 193.06 Emitters.Mode: 0 
Player: t: 0.18, MSLAlt: 1338.23, speed(m/s): 208.51, heading: 3.37, x: -271948.54, y: 1338.23, z: 674892.64, pitch: 1.90, bank: 0.69, yaw: 193.03 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1338.22, speed(m/s): 208.48, heading: 3.37, x: -271952.19, y: 1338.22, z: 674891.78, pitch: 1.85, bank: 0.81, yaw: 192.99 Emitters.Mode: 0 
Player: t: 0.21, MSLAlt: 1338.22, speed(m/s): 208.45, heading: 3.37, x: -271955.20, y: 1338.22, z: 674891.07, pitch: 1.82, bank: 0.88, yaw: 192.96 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 1338.21, speed(m/s): 208.41, heading: 3.37, x: -271958.85, y: 1338.21, z: 674890.20, pitch: 1.79, bank: 0.99, yaw: 192.91 Emitters.Mode: 0 
Player: t: 0.24, MSLAlt: 1338.21, speed(m/s): 208.41, heading: 3.37, x: -271961.85, y: 1338.21, z: 674889.49, pitch: 1.76, bank: 1.07, yaw: 192.88 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 1338.20, speed(m/s): 208.38, heading: 3.37, x: -271965.07, y: 1338.20, z: 674888.73, pitch: 1.73, bank: 1.17, yaw: 192.84 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 1338.20, speed(m/s): 208.35, heading: 3.36, x: -271968.50, y: 1338.20, z: 674887.92, pitch: 1.71, bank: 1.23, yaw: 192.81 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 1338.19, speed(m/s): 208.30, heading: 3.36, x: -271971.72, y: 1338.19, z: 674887.16, pitch: 1.68, bank: 1.31, yaw: 192.77 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 1338.18, speed(m/s): 208.27, heading: 3.36, x: -271975.15, y: 1338.18, z: 674886.35, pitch: 1.65, bank: 1.39, yaw: 192.73 Emitters.Mode: 0 
Player: t: 0.32, MSLAlt: 1338.17, speed(m/s): 208.27, heading: 3.36, x: -271979.01, y: 1338.17, z: 674885.44, pitch: 1.62, bank: 1.46, yaw: 192.69 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 1338.16, speed(m/s): 208.24, heading: 3.36, x: -271981.79, y: 1338.16, z: 674884.78, pitch: 1.60, bank: 1.51, yaw: 192.67 Emitters.Mode: 0 
Player: t: 0.35, MSLAlt: 1338.15, speed(m/s): 208.19, heading: 3.36, x: -271985.01, y: 1338.15, z: 674884.02, pitch: 1.59, bank: 1.55, yaw: 192.65 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 1338.14, speed(m/s): 208.16, heading: 3.36, x: -271988.65, y: 1338.13, z: 674883.15, pitch: 1.56, bank: 1.60, yaw: 192.61 Emitters.Mode: 0 
Player: t: 0.38, MSLAlt: 1338.12, speed(m/s): 208.16, heading: 3.36, x: -271992.08, y: 1338.12, z: 674882.34, pitch: 1.54, bank: 1.64, yaw: 192.58 Emitters.Mode: 0 
Player: t: 0.40, MSLAlt: 1338.11, speed(m/s): 208.12, heading: 3.36, x: -271995.51, y: 1338.11, z: 674881.53, pitch: 1.52, bank: 1.67, yaw: 192.57 Emitters.Mode: 0 
Player: t: 0.42, MSLAlt: 1338.09, speed(m/s): 208.08, heading: 3.36, x: -272000.44, y: 1338.09, z: 674880.37, pitch: 1.50, bank: 1.71, yaw: 192.53 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 1338.06, speed(m/s): 208.04, heading: 3.36, x: -272004.93, y: 1338.06, z: 674879.30, pitch: 1.47, bank: 1.75, yaw: 192.50 Emitters.Mode: 0 
Player: t: 0.46, MSLAlt: 1338.04, speed(m/s): 208.01, heading: 3.36, x: -272008.79, y: 1338.04, z: 674878.39, pitch: 1.45, bank: 1.77, yaw: 192.47 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 1338.03, speed(m/s): 207.96, heading: 3.36, x: -272011.57, y: 1338.03, z: 674877.73, pitch: 1.43, bank: 1.78, yaw: 192.46 Emitters.Mode: 0 
Player: t: 0.48, MSLAlt: 1338.02, speed(m/s): 207.93, heading: 3.36, x: -272014.78, y: 1338.01, z: 674876.97, pitch: 1.42, bank: 1.79, yaw: 192.45 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 1337.99, speed(m/s): 207.89, heading: 3.36, x: -272018.42, y: 1337.99, z: 674876.11, pitch: 1.40, bank: 1.80, yaw: 192.43 Emitters.Mode: 0 
Player: t: 0.52, MSLAlt: 1337.97, speed(m/s): 207.89, heading: 3.36, x: -272021.63, y: 1337.97, z: 674875.36, pitch: 1.38, bank: 1.80, yaw: 192.41 Emitters.Mode: 0 
Player: t: 0.53, MSLAlt: 1337.95, speed(m/s): 207.84, heading: 3.36, x: -272024.84, y: 1337.95, z: 674874.60, pitch: 1.37, bank: 1.81, yaw: 192.40 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 1337.93, speed(m/s): 207.81, heading: 3.36, x: -272028.47, y: 1337.92, z: 674873.74, pitch: 1.35, bank: 1.81, yaw: 192.38 Emitters.Mode: 0 
Player: t: 0.56, MSLAlt: 1337.91, speed(m/s): 207.77, heading: 3.36, x: -272031.47, y: 1337.90, z: 674873.03, pitch: 1.34, bank: 1.81, yaw: 192.37 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 1337.88, speed(m/s): 207.73, heading: 3.36, x: -272035.32, y: 1337.87, z: 674872.12, pitch: 1.32, bank: 1.81, yaw: 192.35 Emitters.Mode: 0 
Player: t: 0.60, MSLAlt: 1337.85, speed(m/s): 207.73, heading: 3.36, x: -272038.74, y: 1337.85, z: 674871.31, pitch: 1.30, bank: 1.80, yaw: 192.34 Emitters.Mode: 0 
Player: t: 0.61, MSLAlt: 1337.83, speed(m/s): 207.69, heading: 3.36, x: -272041.73, y: 1337.82, z: 674870.60, pitch: 1.29, bank: 1.80, yaw: 192.33 Emitters.Mode: 0 
Player: t: 0.63, MSLAlt: 1337.80, speed(m/s): 207.66, heading: 3.36, x: -272044.72, y: 1337.80, z: 674869.89, pitch: 1.27, bank: 1.79, yaw: 192.32 Emitters.Mode: 0 
Player: t: 0.64, MSLAlt: 1337.77, speed(m/s): 207.61, heading: 3.36, x: -272048.36, y: 1337.77, z: 674869.03, pitch: 1.26, bank: 1.79, yaw: 192.31 Emitters.Mode: 0 
Player: t: 0.66, MSLAlt: 1337.75, speed(m/s): 207.61, heading: 3.36, x: -272051.35, y: 1337.74, z: 674868.33, pitch: 1.24, bank: 1.78, yaw: 192.30 Emitters.Mode: 0 
Player: t: 0.67, MSLAlt: 1337.72, speed(m/s): 207.58, heading: 3.36, x: -272054.55, y: 1337.71, z: 674867.57, pitch: 1.23, bank: 1.77, yaw: 192.29 Emitters.Mode: 0 
Player: t: 0.69, MSLAlt: 1337.69, speed(m/s): 207.54, heading: 3.36, x: -272058.18, y: 1337.68, z: 674866.71, pitch: 1.22, bank: 1.76, yaw: 192.28 Emitters.Mode: 0 
Player: t: 0.70, MSLAlt: 1337.65, speed(m/s): 207.49, heading: 3.36, x: -272061.17, y: 1337.65, z: 674866.00, pitch: 1.20, bank: 1.75, yaw: 192.27 Emitters.Mode: 0 
Player: t: 0.72, MSLAlt: 1337.63, speed(m/s): 207.49, heading: 3.36, x: -272064.59, y: 1337.62, z: 674865.19, pitch: 1.19, bank: 1.74, yaw: 192.26 Emitters.Mode: 0 
Player: t: 0.73, MSLAlt: 1337.59, speed(m/s): 207.46, heading: 3.36, x: -272068.01, y: 1337.58, z: 674864.38, pitch: 1.18, bank: 1.72, yaw: 192.25 Emitters.Mode: 0 
Player: t: 0.75, MSLAlt: 1337.55, speed(m/s): 207.42, heading: 3.36, x: -272071.42, y: 1337.55, z: 674863.58, pitch: 1.16, bank: 1.71, yaw: 192.24 Emitters.Mode: 0 
Player: t: 0.77, MSLAlt: 1337.52, speed(m/s): 207.38, heading: 3.35, x: -272074.84, y: 1337.51, z: 674862.77, pitch: 1.15, bank: 1.70, yaw: 192.24 Emitters.Mode: 0 
