Player: t: 0.00, MSLAlt: 1001.06, speed(m/s): 244.16, heading: 7.38, x: -300831.19, y: 1001.06, z: 661643.81, pitch: 1.70, bank: -0.00, yaw: 423.09 Emitters.Mode: 0 
Player: t: 0.02, MSLAlt: 1001.06, speed(m/s): 244.16, heading: 1.10, x: -300829.09, y: 1001.06, z: 661647.94, pitch: 1.69, bank: -0.00, yaw: 63.06 Emitters.Mode: 0 
Player: t: 0.05, MSLAlt: 1001.06, speed(m/s): 244.13, heading: 1.10, x: -300825.60, y: 1001.06, z: 661654.80, pitch: 1.63, bank: -0.04, yaw: 63.07 Emitters.Mode: 0 
Player: t: 0.09, MSLAlt: 1001.06, speed(m/s): 244.09, heading: 1.10, x: -300820.36, y: 1001.06, z: 661665.10, pitch: 1.49, bank: -0.17, yaw: 63.10 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 1001.04, speed(m/s): 243.97, heading: 1.10, x: -300815.00, y: 1001.04, z: 661675.62, pitch: 1.36, bank: -0.39, yaw: 63.18 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1001.04, speed(m/s): 243.92, heading: 1.10, x: -300812.91, y: 1001.04, z: 661679.74, pitch: 1.33, bank: -0.48, yaw: 63.21 Emitters.Mode: 0 
Player: t: 0.17, MSLAlt: 1001.03, speed(m/s): 243.85, heading: 1.10, x: -300811.28, y: 1001.03, z: 661682.93, pitch: 1.31, bank: -0.54, yaw: 63.23 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1001.02, speed(m/s): 243.80, heading: 1.10, x: -300809.53, y: 1001.02, z: 661686.36, pitch: 1.28, bank: -0.62, yaw: 63.26 Emitters.Mode: 0 
Player: t: 0.20, MSLAlt: 1001.01, speed(m/s): 243.74, heading: 1.10, x: -300807.67, y: 1001.01, z: 661690.02, pitch: 1.26, bank: -0.67, yaw: 63.28 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 1001.00, speed(m/s): 243.74, heading: 1.10, x: -300805.92, y: 1001.00, z: 661693.44, pitch: 1.24, bank: -0.75, yaw: 63.32 Emitters.Mode: 0 
Player: t: 0.23, MSLAlt: 1000.99, speed(m/s): 243.67, heading: 1.11, x: -300804.06, y: 1000.99, z: 661697.09, pitch: 1.22, bank: -0.80, yaw: 63.34 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 1000.98, speed(m/s): 243.62, heading: 1.11, x: -300802.20, y: 1000.97, z: 661700.75, pitch: 1.21, bank: -0.86, yaw: 63.37 Emitters.Mode: 0 
Player: t: 0.26, MSLAlt: 1000.96, speed(m/s): 243.57, heading: 1.11, x: -300800.46, y: 1000.96, z: 661704.17, pitch: 1.19, bank: -0.92, yaw: 63.39 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 1000.95, speed(m/s): 243.57, heading: 1.11, x: -300798.72, y: 1000.95, z: 661707.59, pitch: 1.18, bank: -0.95, yaw: 63.41 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 1000.93, speed(m/s): 243.49, heading: 1.11, x: -300796.74, y: 1000.93, z: 661711.47, pitch: 1.17, bank: -0.99, yaw: 63.44 Emitters.Mode: 0 
Player: t: 0.31, MSLAlt: 1000.92, speed(m/s): 243.44, heading: 1.11, x: -300795.00, y: 1000.91, z: 661714.89, pitch: 1.16, bank: -1.02, yaw: 63.45 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 1000.89, speed(m/s): 243.39, heading: 1.11, x: -300793.37, y: 1000.89, z: 661718.09, pitch: 1.14, bank: -1.05, yaw: 63.47 Emitters.Mode: 0 
Player: t: 0.34, MSLAlt: 1000.88, speed(m/s): 243.32, heading: 1.11, x: -300791.51, y: 1000.87, z: 661721.73, pitch: 1.14, bank: -1.07, yaw: 63.49 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 1000.86, speed(m/s): 243.32, heading: 1.11, x: -300789.77, y: 1000.85, z: 661725.15, pitch: 1.12, bank: -1.09, yaw: 63.51 Emitters.Mode: 0 
Player: t: 0.37, MSLAlt: 1000.83, speed(m/s): 243.26, heading: 1.11, x: -300787.91, y: 1000.83, z: 661728.80, pitch: 1.11, bank: -1.11, yaw: 63.52 Emitters.Mode: 0 
Player: t: 0.39, MSLAlt: 1000.81, speed(m/s): 243.21, heading: 1.11, x: -300786.06, y: 1000.81, z: 661732.45, pitch: 1.10, bank: -1.12, yaw: 63.53 Emitters.Mode: 0 
Player: t: 0.40, MSLAlt: 1000.79, speed(m/s): 243.14, heading: 1.11, x: -300784.31, y: 1000.78, z: 661735.86, pitch: 1.09, bank: -1.13, yaw: 63.55 Emitters.Mode: 0 
Player: t: 0.42, MSLAlt: 1000.77, speed(m/s): 243.14, heading: 1.11, x: -300782.57, y: 1000.76, z: 661739.28, pitch: 1.08, bank: -1.14, yaw: 63.56 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 1000.74, speed(m/s): 243.09, heading: 1.11, x: -300780.37, y: 1000.73, z: 661743.61, pitch: 1.07, bank: -1.14, yaw: 63.57 Emitters.Mode: 0 
Player: t: 0.45, MSLAlt: 1000.72, speed(m/s): 243.03, heading: 1.11, x: -300778.98, y: 1000.71, z: 661746.34, pitch: 1.07, bank: -1.15, yaw: 63.58 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 1000.69, speed(m/s): 242.96, heading: 1.11, x: -300777.01, y: 1000.68, z: 661750.21, pitch: 1.05, bank: -1.15, yaw: 63.59 Emitters.Mode: 0 
Player: t: 0.48, MSLAlt: 1000.65, speed(m/s): 242.91, heading: 1.11, x: -300775.15, y: 1000.65, z: 661753.85, pitch: 1.04, bank: -1.15, yaw: 63.60 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 1000.63, speed(m/s): 242.91, heading: 1.11, x: -300773.41, y: 1000.62, z: 661757.27, pitch: 1.04, bank: -1.15, yaw: 63.61 Emitters.Mode: 0 
Player: t: 0.51, MSLAlt: 1000.59, speed(m/s): 242.86, heading: 1.11, x: -300771.56, y: 1000.59, z: 661760.91, pitch: 1.03, bank: -1.15, yaw: 63.62 Emitters.Mode: 0 
Player: t: 0.53, MSLAlt: 1000.56, speed(m/s): 242.79, heading: 1.11, x: -300769.47, y: 1000.55, z: 661765.00, pitch: 1.01, bank: -1.15, yaw: 63.63 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 1000.53, speed(m/s): 242.73, heading: 1.11, x: -300767.85, y: 1000.52, z: 661768.19, pitch: 1.01, bank: -1.15, yaw: 63.64 Emitters.Mode: 0 
Player: t: 0.56, MSLAlt: 1000.49, speed(m/s): 242.68, heading: 1.11, x: -300766.00, y: 1000.49, z: 661771.83, pitch: 1.00, bank: -1.15, yaw: 63.64 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 1000.45, speed(m/s): 242.68, heading: 1.11, x: -300764.14, y: 1000.45, z: 661775.46, pitch: 0.99, bank: -1.15, yaw: 63.65 Emitters.Mode: 0 
Player: t: 0.59, MSLAlt: 1000.43, speed(m/s): 242.61, heading: 1.11, x: -300762.41, y: 1000.42, z: 661778.87, pitch: 0.98, bank: -1.14, yaw: 63.66 Emitters.Mode: 0 
Player: t: 0.61, MSLAlt: 1000.38, speed(m/s): 242.56, heading: 1.11, x: -300760.67, y: 1000.38, z: 661782.28, pitch: 0.97, bank: -1.14, yaw: 63.67 Emitters.Mode: 0 
Player: t: 0.62, MSLAlt: 1000.34, speed(m/s): 242.51, heading: 1.11, x: -300758.70, y: 1000.34, z: 661786.15, pitch: 0.96, bank: -1.13, yaw: 63.67 Emitters.Mode: 0 
