Player: t: 0.00, MSLAlt: 698.28, speed(m/s): 247.81, heading: 9.26, x: -270985.75, y: 698.28, z: 670091.81, pitch: 1.65, bank: -0.00, yaw: 530.62 Emitters.Mode: 0 
Player: t: 0.01, MSLAlt: 698.28, speed(m/s): 247.81, heading: 2.98, x: -270989.55, y: 698.28, z: 670092.44, pitch: 1.65, bank: -0.00, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 698.27, speed(m/s): 247.81, heading: 2.98, x: -270994.62, y: 698.27, z: 670093.28, pitch: 1.63, bank: -0.00, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.06, MSLAlt: 698.27, speed(m/s): 249.86, heading: 2.98, x: -271001.21, y: 698.27, z: 670094.38, pitch: 1.54, bank: -0.00, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 698.27, speed(m/s): 249.73, heading: 2.98, x: -271013.11, y: 698.27, z: 670096.35, pitch: 1.38, bank: -0.01, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.12, MSLAlt: 698.27, speed(m/s): 249.68, heading: 2.98, x: -271016.65, y: 698.27, z: 670096.94, pitch: 1.34, bank: -0.01, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 698.26, speed(m/s): 249.62, heading: 2.98, x: -271021.21, y: 698.26, z: 670097.70, pitch: 1.30, bank: -0.02, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.15, MSLAlt: 698.26, speed(m/s): 249.62, heading: 2.98, x: -271024.50, y: 698.26, z: 670098.24, pitch: 1.28, bank: -0.02, yaw: 170.59 Emitters.Mode: 0 
Player: t: 0.17, MSLAlt: 698.25, speed(m/s): 249.55, heading: 2.98, x: -271028.80, y: 698.25, z: 670098.96, pitch: 1.24, bank: -0.02, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 698.24, speed(m/s): 249.49, heading: 2.98, x: -271032.84, y: 698.24, z: 670099.63, pitch: 1.21, bank: -0.03, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.20, MSLAlt: 698.23, speed(m/s): 249.43, heading: 2.98, x: -271036.64, y: 698.23, z: 670100.26, pitch: 1.19, bank: -0.03, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 698.22, speed(m/s): 249.43, heading: 2.98, x: -271040.43, y: 698.22, z: 670100.89, pitch: 1.17, bank: -0.03, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.23, MSLAlt: 698.21, speed(m/s): 249.35, heading: 2.98, x: -271044.73, y: 698.21, z: 670101.60, pitch: 1.16, bank: -0.04, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 698.20, speed(m/s): 249.29, heading: 2.98, x: -271048.26, y: 698.20, z: 670102.19, pitch: 1.14, bank: -0.04, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.26, MSLAlt: 698.19, speed(m/s): 249.24, heading: 2.98, x: -271052.31, y: 698.19, z: 670102.86, pitch: 1.13, bank: -0.04, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 698.17, speed(m/s): 249.16, heading: 2.98, x: -271056.60, y: 698.17, z: 670103.57, pitch: 1.11, bank: -0.04, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.29, MSLAlt: 698.16, speed(m/s): 249.16, heading: 2.98, x: -271060.39, y: 698.15, z: 670104.20, pitch: 1.09, bank: -0.04, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.31, MSLAlt: 698.14, speed(m/s): 249.10, heading: 2.98, x: -271063.92, y: 698.14, z: 670104.79, pitch: 1.08, bank: -0.05, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 698.12, speed(m/s): 249.04, heading: 2.98, x: -271068.47, y: 698.12, z: 670105.54, pitch: 1.07, bank: -0.05, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.34, MSLAlt: 698.11, speed(m/s): 248.96, heading: 2.98, x: -271072.00, y: 698.10, z: 670106.13, pitch: 1.06, bank: -0.05, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 698.09, speed(m/s): 248.96, heading: 2.98, x: -271076.04, y: 698.08, z: 670106.80, pitch: 1.05, bank: -0.05, yaw: 170.60 Emitters.Mode: 0 
Player: t: 0.37, MSLAlt: 698.06, speed(m/s): 248.90, heading: 2.98, x: -271080.32, y: 698.06, z: 670107.51, pitch: 1.03, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.39, MSLAlt: 698.05, speed(m/s): 248.84, heading: 2.98, x: -271083.86, y: 698.04, z: 670108.10, pitch: 1.02, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.41, MSLAlt: 698.02, speed(m/s): 248.77, heading: 2.98, x: -271088.14, y: 698.02, z: 670108.81, pitch: 1.01, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.42, MSLAlt: 697.99, speed(m/s): 248.71, heading: 2.98, x: -271092.18, y: 697.99, z: 670109.48, pitch: 1.00, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 697.98, speed(m/s): 248.71, heading: 2.98, x: -271095.96, y: 697.97, z: 670110.11, pitch: 0.99, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.45, MSLAlt: 697.95, speed(m/s): 248.65, heading: 2.98, x: -271099.74, y: 697.94, z: 670110.73, pitch: 0.98, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 697.91, speed(m/s): 248.57, heading: 2.98, x: -271104.27, y: 697.91, z: 670111.49, pitch: 0.97, bank: -0.05, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.48, MSLAlt: 697.89, speed(m/s): 248.51, heading: 2.98, x: -271107.80, y: 697.89, z: 670112.07, pitch: 0.96, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 697.87, speed(m/s): 248.51, heading: 2.98, x: -271111.32, y: 697.86, z: 670112.66, pitch: 0.95, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.52, MSLAlt: 697.84, speed(m/s): 248.46, heading: 2.98, x: -271115.86, y: 697.83, z: 670113.41, pitch: 0.94, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.53, MSLAlt: 697.80, speed(m/s): 248.38, heading: 2.98, x: -271119.38, y: 697.80, z: 670113.99, pitch: 0.93, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 697.78, speed(m/s): 248.32, heading: 2.98, x: -271123.41, y: 697.77, z: 670114.66, pitch: 0.92, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.56, MSLAlt: 697.74, speed(m/s): 248.26, heading: 2.98, x: -271127.69, y: 697.73, z: 670115.37, pitch: 0.91, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 697.70, speed(m/s): 248.26, heading: 2.98, x: -271131.21, y: 697.70, z: 670115.96, pitch: 0.90, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.59, MSLAlt: 697.68, speed(m/s): 248.19, heading: 2.98, x: -271134.98, y: 697.67, z: 670116.58, pitch: 0.89, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
Player: t: 0.61, MSLAlt: 697.64, speed(m/s): 248.13, heading: 2.98, x: -271139.51, y: 697.63, z: 670117.33, pitch: 0.88, bank: -0.06, yaw: 170.61 Emitters.Mode: 0 
