Player: t: 0.00, MSLAlt: 1827.03, speed(m/s): 234.36, heading: 9.42, x: -275240.56, y: 1827.03, z: 674531.63, pitch: 1.84, bank: -0.00, yaw: 540.04 Emitters.Mode: 0 
Player: t: 0.02, MSLAlt: 1827.03, speed(m/s): 234.36, heading: 3.14, x: -275244.93, y: 1827.03, z: 674531.62, pitch: 1.84, bank: 0.00, yaw: 180.01 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 1827.03, speed(m/s): 234.36, heading: 3.14, x: -275249.81, y: 1827.03, z: 674531.62, pitch: 1.81, bank: 0.02, yaw: 180.01 Emitters.Mode: 0 
Player: t: 0.06, MSLAlt: 1827.03, speed(m/s): 237.48, heading: 3.14, x: -275256.75, y: 1827.03, z: 674531.62, pitch: 1.74, bank: 0.09, yaw: 179.99 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 1827.03, speed(m/s): 237.38, heading: 3.14, x: -275269.07, y: 1827.03, z: 674531.61, pitch: 1.56, bank: 0.31, yaw: 179.93 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 1827.03, speed(m/s): 237.34, heading: 3.14, x: -275272.66, y: 1827.03, z: 674531.61, pitch: 1.53, bank: 0.38, yaw: 179.90 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 1827.03, speed(m/s): 237.30, heading: 3.14, x: -275276.77, y: 1827.02, z: 674531.61, pitch: 1.48, bank: 0.49, yaw: 179.86 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1827.02, speed(m/s): 237.30, heading: 3.14, x: -275281.13, y: 1827.02, z: 674531.60, pitch: 1.43, bank: 0.60, yaw: 179.82 Emitters.Mode: 0 
Player: t: 0.17, MSLAlt: 1827.02, speed(m/s): 237.24, heading: 3.14, x: -275284.72, y: 1827.02, z: 674531.60, pitch: 1.41, bank: 0.67, yaw: 179.80 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1827.01, speed(m/s): 237.19, heading: 3.14, x: -275288.82, y: 1827.01, z: 674531.59, pitch: 1.37, bank: 0.78, yaw: 179.75 Emitters.Mode: 0 
Player: t: 0.21, MSLAlt: 1827.00, speed(m/s): 237.15, heading: 3.14, x: -275293.44, y: 1827.00, z: 674531.59, pitch: 1.34, bank: 0.88, yaw: 179.71 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 1826.99, speed(m/s): 237.15, heading: 3.14, x: -275296.77, y: 1826.99, z: 674531.59, pitch: 1.32, bank: 0.94, yaw: 179.68 Emitters.Mode: 0 
Player: t: 0.23, MSLAlt: 1826.98, speed(m/s): 237.08, heading: 3.14, x: -275300.61, y: 1826.98, z: 674531.58, pitch: 1.30, bank: 1.03, yaw: 179.64 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 1826.98, speed(m/s): 237.04, heading: 3.13, x: -275304.97, y: 1826.97, z: 674531.58, pitch: 1.28, bank: 1.08, yaw: 179.62 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 1826.96, speed(m/s): 236.99, heading: 3.13, x: -275309.07, y: 1826.96, z: 674531.57, pitch: 1.26, bank: 1.15, yaw: 179.58 Emitters.Mode: 0 
