Player: t: 0.00, MSLAlt: 647.42, speed(m/s): 248.43, heading: 9.05, x: -279803.72, y: 647.42, z: 663925.38, pitch: 1.64, bank: -0.00, yaw: 518.81 Emitters.Mode: 0 
Player: t: 0.01, MSLAlt: 647.42, speed(m/s): 248.43, heading: 2.77, x: -279805.40, y: 647.42, z: 663926.03, pitch: 1.64, bank: 0.00, yaw: 158.78 Emitters.Mode: 0 
Player: t: 0.03, MSLAlt: 647.42, speed(m/s): 248.43, heading: 2.77, x: -279810.18, y: 647.42, z: 663927.89, pitch: 1.63, bank: -0.00, yaw: 158.78 Emitters.Mode: 0 
Player: t: 0.06, MSLAlt: 647.42, speed(m/s): 248.38, heading: 2.77, x: -279816.89, y: 647.42, z: 663930.49, pitch: 1.55, bank: -0.01, yaw: 158.78 Emitters.Mode: 0 
Player: t: 0.10, MSLAlt: 647.41, speed(m/s): 250.30, heading: 2.77, x: -279827.42, y: 647.41, z: 663934.58, pitch: 1.41, bank: -0.05, yaw: 158.79 Emitters.Mode: 0 
Player: t: 0.12, MSLAlt: 647.41, speed(m/s): 250.23, heading: 2.77, x: -279831.24, y: 647.41, z: 663936.07, pitch: 1.35, bank: -0.07, yaw: 158.80 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 647.41, speed(m/s): 250.17, heading: 2.77, x: -279834.59, y: 647.41, z: 663937.37, pitch: 1.32, bank: -0.08, yaw: 158.80 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 647.40, speed(m/s): 250.11, heading: 2.77, x: -279838.42, y: 647.40, z: 663938.86, pitch: 1.28, bank: -0.10, yaw: 158.81 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 647.40, speed(m/s): 250.04, heading: 2.77, x: -279842.00, y: 647.39, z: 663940.25, pitch: 1.26, bank: -0.12, yaw: 158.82 Emitters.Mode: 0 
Player: t: 0.18, MSLAlt: 647.39, speed(m/s): 250.04, heading: 2.77, x: -279845.83, y: 647.39, z: 663941.74, pitch: 1.22, bank: -0.14, yaw: 158.82 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 647.38, speed(m/s): 249.98, heading: 2.77, x: -279849.41, y: 647.38, z: 663943.13, pitch: 1.21, bank: -0.15, yaw: 158.83 Emitters.Mode: 0 
Player: t: 0.21, MSLAlt: 647.37, speed(m/s): 249.92, heading: 2.77, x: -279853.23, y: 647.37, z: 663944.62, pitch: 1.18, bank: -0.17, yaw: 158.84 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 647.36, speed(m/s): 249.84, heading: 2.77, x: -279857.05, y: 647.36, z: 663946.10, pitch: 1.16, bank: -0.19, yaw: 158.84 Emitters.Mode: 0 
Player: t: 0.24, MSLAlt: 647.35, speed(m/s): 249.84, heading: 2.77, x: -279860.63, y: 647.35, z: 663947.50, pitch: 1.14, bank: -0.20, yaw: 158.85 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 647.34, speed(m/s): 249.78, heading: 2.77, x: -279864.45, y: 647.33, z: 663948.98, pitch: 1.13, bank: -0.21, yaw: 158.85 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 647.32, speed(m/s): 249.73, heading: 2.77, x: -279868.27, y: 647.32, z: 663950.46, pitch: 1.11, bank: -0.22, yaw: 158.86 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 647.31, speed(m/s): 249.65, heading: 2.77, x: -279871.85, y: 647.31, z: 663951.86, pitch: 1.10, bank: -0.23, yaw: 158.86 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 647.29, speed(m/s): 249.59, heading: 2.77, x: -279875.43, y: 647.29, z: 663953.25, pitch: 1.08, bank: -0.24, yaw: 158.87 Emitters.Mode: 0 
Player: t: 0.32, MSLAlt: 647.28, speed(m/s): 249.59, heading: 2.77, x: -279879.25, y: 647.27, z: 663954.73, pitch: 1.07, bank: -0.25, yaw: 158.87 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 647.26, speed(m/s): 249.53, heading: 2.77, x: -279882.82, y: 647.26, z: 663956.12, pitch: 1.06, bank: -0.25, yaw: 158.88 Emitters.Mode: 0 
Player: t: 0.35, MSLAlt: 647.24, speed(m/s): 249.45, heading: 2.77, x: -279886.40, y: 647.24, z: 663957.51, pitch: 1.05, bank: -0.26, yaw: 158.88 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 647.22, speed(m/s): 249.39, heading: 2.77, x: -279890.21, y: 647.22, z: 663958.99, pitch: 1.04, bank: -0.26, yaw: 158.88 Emitters.Mode: 0 
Player: t: 0.38, MSLAlt: 647.20, speed(m/s): 249.39, heading: 2.77, x: -279893.79, y: 647.20, z: 663960.38, pitch: 1.03, bank: -0.26, yaw: 158.89 Emitters.Mode: 0 
Player: t: 0.39, MSLAlt: 647.18, speed(m/s): 249.33, heading: 2.77, x: -279897.60, y: 647.17, z: 663961.86, pitch: 1.02, bank: -0.27, yaw: 158.89 Emitters.Mode: 0 
Player: t: 0.41, MSLAlt: 647.15, speed(m/s): 249.25, heading: 2.77, x: -279901.17, y: 647.15, z: 663963.25, pitch: 1.00, bank: -0.27, yaw: 158.89 Emitters.Mode: 0 
Player: t: 0.42, MSLAlt: 647.13, speed(m/s): 249.19, heading: 2.77, x: -279904.75, y: 647.13, z: 663964.64, pitch: 1.00, bank: -0.27, yaw: 158.90 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 647.11, speed(m/s): 249.19, heading: 2.77, x: -279908.32, y: 647.11, z: 663966.03, pitch: 0.98, bank: -0.27, yaw: 158.90 Emitters.Mode: 0 
Player: t: 0.45, MSLAlt: 647.09, speed(m/s): 249.14, heading: 2.77, x: -279912.13, y: 647.08, z: 663967.51, pitch: 0.98, bank: -0.27, yaw: 158.90 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 647.05, speed(m/s): 249.06, heading: 2.77, x: -279915.70, y: 647.05, z: 663968.90, pitch: 0.96, bank: -0.27, yaw: 158.90 Emitters.Mode: 0 
Player: t: 0.48, MSLAlt: 647.03, speed(m/s): 249.00, heading: 2.77, x: -279919.51, y: 647.02, z: 663970.38, pitch: 0.96, bank: -0.28, yaw: 158.90 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 647.00, speed(m/s): 248.94, heading: 2.77, x: -279923.31, y: 646.99, z: 663971.86, pitch: 0.94, bank: -0.28, yaw: 158.91 Emitters.Mode: 0 
Player: t: 0.52, MSLAlt: 646.97, speed(m/s): 248.94, heading: 2.77, x: -279927.12, y: 646.96, z: 663973.34, pitch: 0.93, bank: -0.28, yaw: 158.91 Emitters.Mode: 0 
Player: t: 0.53, MSLAlt: 646.94, speed(m/s): 248.86, heading: 2.77, x: -279930.69, y: 646.93, z: 663974.73, pitch: 0.93, bank: -0.28, yaw: 158.91 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 646.91, speed(m/s): 248.80, heading: 2.77, x: -279934.97, y: 646.90, z: 663976.39, pitch: 0.91, bank: -0.28, yaw: 158.91 Emitters.Mode: 0 
Player: t: 0.56, MSLAlt: 646.87, speed(m/s): 248.75, heading: 2.77, x: -279938.53, y: 646.87, z: 663977.78, pitch: 0.90, bank: -0.28, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 646.84, speed(m/s): 248.75, heading: 2.77, x: -279941.86, y: 646.84, z: 663979.07, pitch: 0.90, bank: -0.28, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.59, MSLAlt: 646.80, speed(m/s): 248.67, heading: 2.77, x: -279945.66, y: 646.80, z: 663980.55, pitch: 0.89, bank: -0.27, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.61, MSLAlt: 646.77, speed(m/s): 248.61, heading: 2.77, x: -279949.22, y: 646.77, z: 663981.93, pitch: 0.88, bank: -0.27, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.63, MSLAlt: 646.73, speed(m/s): 248.55, heading: 2.77, x: -279952.79, y: 646.73, z: 663983.32, pitch: 0.87, bank: -0.27, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.64, MSLAlt: 646.69, speed(m/s): 248.48, heading: 2.77, x: -279956.83, y: 646.69, z: 663984.89, pitch: 0.86, bank: -0.27, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.66, MSLAlt: 646.66, speed(m/s): 248.48, heading: 2.77, x: -279960.15, y: 646.65, z: 663986.18, pitch: 0.85, bank: -0.27, yaw: 158.92 Emitters.Mode: 0 
Player: t: 0.67, MSLAlt: 646.63, speed(m/s): 248.42, heading: 2.77, x: -279963.71, y: 646.62, z: 663987.56, pitch: 0.85, bank: -0.27, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.69, MSLAlt: 646.58, speed(m/s): 248.36, heading: 2.77, x: -279967.51, y: 646.58, z: 663989.04, pitch: 0.84, bank: -0.27, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.70, MSLAlt: 646.54, speed(m/s): 248.28, heading: 2.77, x: -279971.07, y: 646.54, z: 663990.42, pitch: 0.83, bank: -0.27, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.72, MSLAlt: 646.50, speed(m/s): 248.28, heading: 2.77, x: -279974.39, y: 646.50, z: 663991.72, pitch: 0.82, bank: -0.26, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.73, MSLAlt: 646.47, speed(m/s): 248.23, heading: 2.77, x: -279977.95, y: 646.46, z: 663993.10, pitch: 0.81, bank: -0.26, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.75, MSLAlt: 646.42, speed(m/s): 248.17, heading: 2.77, x: -279981.74, y: 646.41, z: 663994.57, pitch: 0.80, bank: -0.26, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.76, MSLAlt: 646.37, speed(m/s): 248.09, heading: 2.77, x: -279985.54, y: 646.37, z: 663996.05, pitch: 0.80, bank: -0.26, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.78, MSLAlt: 646.34, speed(m/s): 248.09, heading: 2.77, x: -279989.09, y: 646.32, z: 663997.43, pitch: 0.79, bank: -0.26, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.79, MSLAlt: 646.28, speed(m/s): 248.04, heading: 2.77, x: -279992.88, y: 646.28, z: 663998.91, pitch: 0.78, bank: -0.25, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.81, MSLAlt: 646.25, speed(m/s): 247.98, heading: 2.77, x: -279996.44, y: 646.23, z: 664000.29, pitch: 0.77, bank: -0.25, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.82, MSLAlt: 646.19, speed(m/s): 247.90, heading: 2.77, x: -280000.23, y: 646.18, z: 664001.76, pitch: 0.77, bank: -0.25, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.84, MSLAlt: 646.14, speed(m/s): 247.85, heading: 2.77, x: -280003.78, y: 646.14, z: 664003.14, pitch: 0.76, bank: -0.25, yaw: 158.93 Emitters.Mode: 0 
Player: t: 0.85, MSLAlt: 646.10, speed(m/s): 247.85, heading: 2.77, x: -280007.33, y: 646.09, z: 664004.52, pitch: 0.75, bank: -0.24, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.87, MSLAlt: 646.04, speed(m/s): 247.79, heading: 2.77, x: -280010.89, y: 646.04, z: 664005.90, pitch: 0.74, bank: -0.24, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.89, MSLAlt: 646.00, speed(m/s): 247.72, heading: 2.77, x: -280014.91, y: 645.98, z: 664007.47, pitch: 0.74, bank: -0.24, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.90, MSLAlt: 645.94, speed(m/s): 247.66, heading: 2.77, x: -280018.22, y: 645.94, z: 664008.76, pitch: 0.73, bank: -0.23, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.92, MSLAlt: 645.90, speed(m/s): 247.66, heading: 2.77, x: -280022.01, y: 645.88, z: 664010.23, pitch: 0.72, bank: -0.23, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.93, MSLAlt: 645.84, speed(m/s): 247.60, heading: 2.77, x: -280025.56, y: 645.83, z: 664011.61, pitch: 0.71, bank: -0.23, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.95, MSLAlt: 645.78, speed(m/s): 247.53, heading: 2.77, x: -280029.58, y: 645.77, z: 664013.17, pitch: 0.71, bank: -0.22, yaw: 158.94 Emitters.Mode: 0 
Player: t: 0.96, MSLAlt: 645.74, speed(m/s): 247.47, heading: 2.77, x: -280032.89, y: 645.72, z: 664014.46, pitch: 0.70, bank: -0.22, yaw: 158.94 Emitters.Mode: 0 
