Player: t: 0.00, MSLAlt: 1827.03, speed(m/s): 234.36, heading: 5.05, x: -292013.22, y: 1827.03, z: 691489.25, pitch: 1.84, bank: -0.00, yaw: 289.57 Emitters.Mode: 0 
Player: t: 0.02, MSLAlt: 1827.03, speed(m/s): 234.36, heading: 5.05, x: -292011.84, y: 1827.03, z: 691485.38, pitch: 1.84, bank: -0.00, yaw: 289.57 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 1827.03, speed(m/s): 234.36, heading: 5.05, x: -292010.21, y: 1827.03, z: 691480.78, pitch: 1.82, bank: 0.01, yaw: 289.57 Emitters.Mode: 0 
Player: t: 0.06, MSLAlt: 1827.03, speed(m/s): 229.97, heading: 5.05, x: -292007.97, y: 1827.03, z: 691474.48, pitch: 1.75, bank: 0.05, yaw: 289.56 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 1827.03, speed(m/s): 229.88, heading: 5.05, x: -292003.85, y: 1827.03, z: 691462.87, pitch: 1.58, bank: 0.16, yaw: 289.52 Emitters.Mode: 0 
Player: t: 0.12, MSLAlt: 1827.02, speed(m/s): 229.84, heading: 5.05, x: -292002.56, y: 1827.02, z: 691459.24, pitch: 1.55, bank: 0.20, yaw: 289.51 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 1827.02, speed(m/s): 229.80, heading: 5.05, x: -292001.10, y: 1827.02, z: 691455.13, pitch: 1.50, bank: 0.26, yaw: 289.49 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1827.01, speed(m/s): 229.80, heading: 5.05, x: -291999.81, y: 1827.01, z: 691451.51, pitch: 1.46, bank: 0.32, yaw: 289.47 Emitters.Mode: 0 
Player: t: 0.17, MSLAlt: 1827.01, speed(m/s): 229.74, heading: 5.05, x: -291998.52, y: 1827.01, z: 691447.88, pitch: 1.43, bank: 0.36, yaw: 289.45 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1827.00, speed(m/s): 229.70, heading: 5.05, x: -291997.14, y: 1827.00, z: 691444.02, pitch: 1.40, bank: 0.42, yaw: 289.43 Emitters.Mode: 0 
Player: t: 0.20, MSLAlt: 1826.99, speed(m/s): 229.66, heading: 5.05, x: -291995.85, y: 1826.99, z: 691440.39, pitch: 1.38, bank: 0.46, yaw: 289.42 Emitters.Mode: 0 
