Player: t: 0.00, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 3.85, x: -280667.03, y: 1338.23, z: 691242.56, pitch: 2.37, bank: -0.00, yaw: 220.77 Emitters.Mode: 0 
Player: t: 0.02, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 3.85, x: -280669.88, y: 1338.23, z: 691240.11, pitch: 2.37, bank: -0.00, yaw: 220.77 Emitters.Mode: 0 
Player: t: 0.04, MSLAlt: 1338.23, speed(m/s): 206.44, heading: 3.85, x: -280673.22, y: 1338.23, z: 691237.23, pitch: 2.35, bank: 0.03, yaw: 220.76 Emitters.Mode: 0 
Player: t: 0.06, MSLAlt: 1338.23, speed(m/s): 206.79, heading: 3.85, x: -280677.57, y: 1338.23, z: 691233.47, pitch: 2.29, bank: 0.09, yaw: 220.74 Emitters.Mode: 0 
Player: t: 0.11, MSLAlt: 1338.23, speed(m/s): 206.72, heading: 3.85, x: -280685.43, y: 1338.23, z: 691226.69, pitch: 2.12, bank: 0.34, yaw: 220.67 Emitters.Mode: 0 
Player: t: 0.13, MSLAlt: 1338.23, speed(m/s): 206.70, heading: 3.85, x: -280688.10, y: 1338.23, z: 691224.38, pitch: 2.05, bank: 0.46, yaw: 220.64 Emitters.Mode: 0 
Player: t: 0.14, MSLAlt: 1338.23, speed(m/s): 206.67, heading: 3.85, x: -280690.61, y: 1338.23, z: 691222.22, pitch: 2.02, bank: 0.54, yaw: 220.61 Emitters.Mode: 0 
Player: t: 0.16, MSLAlt: 1338.23, speed(m/s): 206.67, heading: 3.85, x: -280693.28, y: 1338.23, z: 691219.91, pitch: 1.96, bank: 0.67, yaw: 220.56 Emitters.Mode: 0 
Player: t: 0.17, MSLAlt: 1338.22, speed(m/s): 206.63, heading: 3.85, x: -280695.62, y: 1338.22, z: 691217.89, pitch: 1.93, bank: 0.77, yaw: 220.53 Emitters.Mode: 0 
Player: t: 0.19, MSLAlt: 1338.22, speed(m/s): 206.60, heading: 3.85, x: -280698.12, y: 1338.22, z: 691215.73, pitch: 1.89, bank: 0.90, yaw: 220.48 Emitters.Mode: 0 
Player: t: 0.20, MSLAlt: 1338.21, speed(m/s): 206.57, heading: 3.85, x: -280700.96, y: 1338.21, z: 691213.28, pitch: 1.86, bank: 0.99, yaw: 220.44 Emitters.Mode: 0 
Player: t: 0.22, MSLAlt: 1338.21, speed(m/s): 206.57, heading: 3.85, x: -280703.46, y: 1338.21, z: 691211.11, pitch: 1.82, bank: 1.13, yaw: 220.39 Emitters.Mode: 0 
Player: t: 0.23, MSLAlt: 1338.20, speed(m/s): 206.53, heading: 3.85, x: -280705.97, y: 1338.20, z: 691208.95, pitch: 1.80, bank: 1.21, yaw: 220.35 Emitters.Mode: 0 
Player: t: 0.25, MSLAlt: 1338.19, speed(m/s): 206.50, heading: 3.84, x: -280708.97, y: 1338.19, z: 691206.36, pitch: 1.77, bank: 1.33, yaw: 220.30 Emitters.Mode: 0 
Player: t: 0.27, MSLAlt: 1338.19, speed(m/s): 206.47, heading: 3.84, x: -280711.47, y: 1338.18, z: 691204.19, pitch: 1.74, bank: 1.45, yaw: 220.25 Emitters.Mode: 0 
Player: t: 0.28, MSLAlt: 1338.18, speed(m/s): 206.43, heading: 3.84, x: -280713.97, y: 1338.18, z: 691202.03, pitch: 1.72, bank: 1.52, yaw: 220.22 Emitters.Mode: 0 
Player: t: 0.30, MSLAlt: 1338.17, speed(m/s): 206.43, heading: 3.84, x: -280716.80, y: 1338.16, z: 691199.58, pitch: 1.69, bank: 1.62, yaw: 220.17 Emitters.Mode: 0 
Player: t: 0.31, MSLAlt: 1338.15, speed(m/s): 206.40, heading: 3.84, x: -280719.14, y: 1338.15, z: 691197.56, pitch: 1.67, bank: 1.71, yaw: 220.12 Emitters.Mode: 0 
Player: t: 0.33, MSLAlt: 1338.15, speed(m/s): 206.36, heading: 3.84, x: -280721.97, y: 1338.14, z: 691195.11, pitch: 1.65, bank: 1.76, yaw: 220.09 Emitters.Mode: 0 
Player: t: 0.35, MSLAlt: 1338.13, speed(m/s): 206.32, heading: 3.84, x: -280724.80, y: 1338.13, z: 691192.67, pitch: 1.63, bank: 1.83, yaw: 220.05 Emitters.Mode: 0 
Player: t: 0.36, MSLAlt: 1338.12, speed(m/s): 206.29, heading: 3.84, x: -280727.30, y: 1338.11, z: 691190.51, pitch: 1.60, bank: 1.89, yaw: 220.01 Emitters.Mode: 0 
Player: t: 0.38, MSLAlt: 1338.10, speed(m/s): 206.29, heading: 3.84, x: -280729.64, y: 1338.10, z: 691188.49, pitch: 1.59, bank: 1.93, yaw: 219.99 Emitters.Mode: 0 
Player: t: 0.39, MSLAlt: 1338.09, speed(m/s): 206.25, heading: 3.84, x: -280732.47, y: 1338.09, z: 691186.04, pitch: 1.57, bank: 1.98, yaw: 219.95 Emitters.Mode: 0 
Player: t: 0.41, MSLAlt: 1338.08, speed(m/s): 206.21, heading: 3.84, x: -280734.80, y: 1338.07, z: 691184.03, pitch: 1.55, bank: 2.01, yaw: 219.93 Emitters.Mode: 0 
Player: t: 0.42, MSLAlt: 1338.06, speed(m/s): 206.17, heading: 3.84, x: -280737.30, y: 1338.05, z: 691181.87, pitch: 1.53, bank: 2.04, yaw: 219.90 Emitters.Mode: 0 
Player: t: 0.44, MSLAlt: 1338.04, speed(m/s): 206.17, heading: 3.84, x: -280740.13, y: 1338.04, z: 691179.42, pitch: 1.51, bank: 2.07, yaw: 219.87 Emitters.Mode: 0 
Player: t: 0.45, MSLAlt: 1338.02, speed(m/s): 206.14, heading: 3.84, x: -280742.62, y: 1338.02, z: 691177.26, pitch: 1.50, bank: 2.09, yaw: 219.85 Emitters.Mode: 0 
Player: t: 0.47, MSLAlt: 1338.00, speed(m/s): 206.09, heading: 3.84, x: -280745.12, y: 1338.00, z: 691175.11, pitch: 1.48, bank: 2.11, yaw: 219.83 Emitters.Mode: 0 
Player: t: 0.49, MSLAlt: 1337.97, speed(m/s): 206.06, heading: 3.84, x: -280748.12, y: 1337.97, z: 691172.52, pitch: 1.46, bank: 2.13, yaw: 219.80 Emitters.Mode: 0 
Player: t: 0.50, MSLAlt: 1337.96, speed(m/s): 206.03, heading: 3.84, x: -280750.45, y: 1337.95, z: 691170.50, pitch: 1.45, bank: 2.14, yaw: 219.79 Emitters.Mode: 0 
Player: t: 0.52, MSLAlt: 1337.93, speed(m/s): 206.03, heading: 3.84, x: -280753.11, y: 1337.93, z: 691168.20, pitch: 1.43, bank: 2.14, yaw: 219.77 Emitters.Mode: 0 
Player: t: 0.53, MSLAlt: 1337.91, speed(m/s): 205.98, heading: 3.84, x: -280755.77, y: 1337.91, z: 691165.90, pitch: 1.42, bank: 2.15, yaw: 219.75 Emitters.Mode: 0 
Player: t: 0.55, MSLAlt: 1337.89, speed(m/s): 205.95, heading: 3.83, x: -280758.60, y: 1337.88, z: 691163.46, pitch: 1.40, bank: 2.15, yaw: 219.73 Emitters.Mode: 0 
Player: t: 0.56, MSLAlt: 1337.87, speed(m/s): 205.91, heading: 3.83, x: -280760.76, y: 1337.86, z: 691161.59, pitch: 1.39, bank: 2.15, yaw: 219.72 Emitters.Mode: 0 
Player: t: 0.58, MSLAlt: 1337.84, speed(m/s): 205.91, heading: 3.83, x: -280763.59, y: 1337.83, z: 691159.15, pitch: 1.37, bank: 2.15, yaw: 219.70 Emitters.Mode: 0 
Player: t: 0.59, MSLAlt: 1337.81, speed(m/s): 205.87, heading: 3.83, x: -280766.08, y: 1337.81, z: 691156.99, pitch: 1.36, bank: 2.15, yaw: 219.69 Emitters.Mode: 0 
Player: t: 0.61, MSLAlt: 1337.78, speed(m/s): 205.83, heading: 3.83, x: -280768.57, y: 1337.78, z: 691154.84, pitch: 1.35, bank: 2.14, yaw: 219.68 Emitters.Mode: 0 
Player: t: 0.63, MSLAlt: 1337.75, speed(m/s): 205.80, heading: 3.83, x: -280771.57, y: 1337.75, z: 691152.25, pitch: 1.33, bank: 2.14, yaw: 219.66 Emitters.Mode: 0 
Player: t: 0.64, MSLAlt: 1337.73, speed(m/s): 205.75, heading: 3.83, x: -280773.89, y: 1337.72, z: 691150.24, pitch: 1.32, bank: 2.13, yaw: 219.65 Emitters.Mode: 0 
Player: t: 0.66, MSLAlt: 1337.69, speed(m/s): 205.75, heading: 3.83, x: -280776.38, y: 1337.69, z: 691148.09, pitch: 1.30, bank: 2.12, yaw: 219.64 Emitters.Mode: 0 
Player: t: 0.67, MSLAlt: 1337.66, speed(m/s): 205.72, heading: 3.83, x: -280779.21, y: 1337.66, z: 691145.64, pitch: 1.29, bank: 2.11, yaw: 219.62 Emitters.Mode: 0 
Player: t: 0.69, MSLAlt: 1337.63, speed(m/s): 205.68, heading: 3.83, x: -280781.53, y: 1337.63, z: 691143.63, pitch: 1.28, bank: 2.10, yaw: 219.61 Emitters.Mode: 0 
Player: t: 0.70, MSLAlt: 1337.59, speed(m/s): 205.64, heading: 3.83, x: -280784.19, y: 1337.59, z: 691141.34, pitch: 1.26, bank: 2.08, yaw: 219.60 Emitters.Mode: 0 
Player: t: 0.72, MSLAlt: 1337.55, speed(m/s): 205.60, heading: 3.83, x: -280787.18, y: 1337.55, z: 691138.75, pitch: 1.25, bank: 2.07, yaw: 219.59 Emitters.Mode: 0 
Player: t: 0.74, MSLAlt: 1337.53, speed(m/s): 205.60, heading: 3.83, x: -280789.67, y: 1337.52, z: 691136.60, pitch: 1.24, bank: 2.06, yaw: 219.58 Emitters.Mode: 0 
Player: t: 0.75, MSLAlt: 1337.49, speed(m/s): 205.57, heading: 3.83, x: -280791.99, y: 1337.49, z: 691134.59, pitch: 1.23, bank: 2.04, yaw: 219.57 Emitters.Mode: 0 
Player: t: 0.77, MSLAlt: 1337.44, speed(m/s): 205.52, heading: 3.83, x: -280794.98, y: 1337.44, z: 691132.01, pitch: 1.21, bank: 2.02, yaw: 219.56 Emitters.Mode: 0 
Player: t: 0.78, MSLAlt: 1337.41, speed(m/s): 205.49, heading: 3.83, x: -280797.30, y: 1337.41, z: 691130.00, pitch: 1.20, bank: 2.00, yaw: 219.55 Emitters.Mode: 0 
Player: t: 0.80, MSLAlt: 1337.37, speed(m/s): 205.49, heading: 3.83, x: -280799.96, y: 1337.37, z: 691127.71, pitch: 1.19, bank: 1.98, yaw: 219.55 Emitters.Mode: 0 
Player: t: 0.81, MSLAlt: 1337.34, speed(m/s): 205.46, heading: 3.83, x: -280802.61, y: 1337.33, z: 691125.41, pitch: 1.18, bank: 1.96, yaw: 219.54 Emitters.Mode: 0 
Player: t: 0.83, MSLAlt: 1337.29, speed(m/s): 205.41, heading: 3.83, x: -280805.10, y: 1337.29, z: 691123.26, pitch: 1.17, bank: 1.94, yaw: 219.53 Emitters.Mode: 0 
Player: t: 0.84, MSLAlt: 1337.26, speed(m/s): 205.38, heading: 3.83, x: -280807.59, y: 1337.25, z: 691121.11, pitch: 1.16, bank: 1.92, yaw: 219.53 Emitters.Mode: 0 
Player: t: 0.86, MSLAlt: 1337.21, speed(m/s): 205.34, heading: 3.83, x: -280810.41, y: 1337.21, z: 691118.68, pitch: 1.15, bank: 1.90, yaw: 219.52 Emitters.Mode: 0 
Player: t: 0.87, MSLAlt: 1337.18, speed(m/s): 205.34, heading: 3.83, x: -280812.56, y: 1337.17, z: 691116.81, pitch: 1.14, bank: 1.88, yaw: 219.52 Emitters.Mode: 0 
Player: t: 0.89, MSLAlt: 1337.13, speed(m/s): 205.30, heading: 3.83, x: -280815.38, y: 1337.12, z: 691114.38, pitch: 1.12, bank: 1.85, yaw: 219.51 Emitters.Mode: 0 
Player: t: 0.91, MSLAlt: 1337.08, speed(m/s): 205.26, heading: 3.83, x: -280818.03, y: 1337.08, z: 691112.08, pitch: 1.11, bank: 1.82, yaw: 219.50 Emitters.Mode: 0 
Player: t: 0.92, MSLAlt: 1337.04, speed(m/s): 205.23, heading: 3.83, x: -280820.35, y: 1337.03, z: 691110.08, pitch: 1.10, bank: 1.81, yaw: 219.50 Emitters.Mode: 0 
Player: t: 0.94, MSLAlt: 1336.99, speed(m/s): 205.23, heading: 3.83, x: -280822.84, y: 1336.99, z: 691107.93, pitch: 1.09, bank: 1.78, yaw: 219.50 Emitters.Mode: 0 
Player: t: 0.95, MSLAlt: 1336.95, speed(m/s): 205.19, heading: 3.83, x: -280825.66, y: 1336.94, z: 691105.50, pitch: 1.08, bank: 1.76, yaw: 219.49 Emitters.Mode: 0 
Player: t: 0.97, MSLAlt: 1336.90, speed(m/s): 205.15, heading: 3.83, x: -280828.14, y: 1336.89, z: 691103.35, pitch: 1.07, bank: 1.73, yaw: 219.49 Emitters.Mode: 0 
Player: t: 0.98, MSLAlt: 1336.84, speed(m/s): 205.12, heading: 3.83, x: -280830.79, y: 1336.84, z: 691101.06, pitch: 1.06, bank: 1.70, yaw: 219.49 Emitters.Mode: 0 
Player: t: 1.00, MSLAlt: 1336.80, speed(m/s): 205.08, heading: 3.83, x: -280833.44, y: 1336.79, z: 691098.77, pitch: 1.05, bank: 1.67, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.01, MSLAlt: 1336.75, speed(m/s): 205.08, heading: 3.83, x: -280835.92, y: 1336.74, z: 691096.62, pitch: 1.04, bank: 1.64, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.03, MSLAlt: 1336.71, speed(m/s): 205.04, heading: 3.83, x: -280838.24, y: 1336.70, z: 691094.62, pitch: 1.03, bank: 1.62, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.05, MSLAlt: 1336.65, speed(m/s): 205.01, heading: 3.83, x: -280841.06, y: 1336.64, z: 691092.18, pitch: 1.02, bank: 1.59, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.06, MSLAlt: 1336.61, speed(m/s): 205.01, heading: 3.83, x: -280843.21, y: 1336.60, z: 691090.32, pitch: 1.02, bank: 1.57, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.07, MSLAlt: 1336.54, speed(m/s): 204.97, heading: 3.83, x: -280845.86, y: 1336.54, z: 691088.03, pitch: 1.01, bank: 1.54, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.09, MSLAlt: 1336.48, speed(m/s): 204.93, heading: 3.83, x: -280848.83, y: 1336.48, z: 691085.46, pitch: 0.99, bank: 1.50, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.11, MSLAlt: 1336.44, speed(m/s): 204.90, heading: 3.83, x: -280851.15, y: 1336.43, z: 691083.46, pitch: 0.99, bank: 1.48, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.12, MSLAlt: 1336.37, speed(m/s): 204.86, heading: 3.83, x: -280853.63, y: 1336.37, z: 691081.31, pitch: 0.98, bank: 1.45, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.14, MSLAlt: 1336.33, speed(m/s): 204.86, heading: 3.83, x: -280856.44, y: 1336.31, z: 691078.88, pitch: 0.97, bank: 1.43, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.15, MSLAlt: 1336.26, speed(m/s): 204.82, heading: 3.83, x: -280858.59, y: 1336.26, z: 691077.02, pitch: 0.96, bank: 1.39, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.17, MSLAlt: 1336.22, speed(m/s): 204.79, heading: 3.83, x: -280861.24, y: 1336.21, z: 691074.74, pitch: 0.95, bank: 1.37, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.18, MSLAlt: 1336.15, speed(m/s): 204.75, heading: 3.83, x: -280863.72, y: 1336.15, z: 691072.59, pitch: 0.94, bank: 1.34, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.20, MSLAlt: 1336.11, speed(m/s): 204.75, heading: 3.83, x: -280866.20, y: 1336.09, z: 691070.45, pitch: 0.94, bank: 1.32, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.21, MSLAlt: 1336.04, speed(m/s): 204.71, heading: 3.83, x: -280868.68, y: 1336.03, z: 691068.31, pitch: 0.93, bank: 1.28, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.23, MSLAlt: 1335.99, speed(m/s): 204.68, heading: 3.83, x: -280871.32, y: 1335.97, z: 691066.02, pitch: 0.92, bank: 1.26, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.24, MSLAlt: 1335.92, speed(m/s): 204.64, heading: 3.83, x: -280873.80, y: 1335.91, z: 691063.88, pitch: 0.91, bank: 1.23, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.26, MSLAlt: 1335.87, speed(m/s): 204.64, heading: 3.83, x: -280876.28, y: 1335.85, z: 691061.73, pitch: 0.90, bank: 1.21, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.27, MSLAlt: 1335.80, speed(m/s): 204.61, heading: 3.83, x: -280878.92, y: 1335.78, z: 691059.45, pitch: 0.89, bank: 1.17, yaw: 219.47 Emitters.Mode: 0 
Player: t: 1.29, MSLAlt: 1335.72, speed(m/s): 204.57, heading: 3.83, x: -280881.40, y: 1335.72, z: 691057.31, pitch: 0.88, bank: 1.14, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.30, MSLAlt: 1335.67, speed(m/s): 204.53, heading: 3.83, x: -280883.88, y: 1335.66, z: 691055.17, pitch: 0.88, bank: 1.12, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.32, MSLAlt: 1335.60, speed(m/s): 204.50, heading: 3.83, x: -280886.35, y: 1335.60, z: 691053.03, pitch: 0.87, bank: 1.09, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.34, MSLAlt: 1335.55, speed(m/s): 204.50, heading: 3.83, x: -280888.99, y: 1335.53, z: 691050.74, pitch: 0.86, bank: 1.07, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.35, MSLAlt: 1335.47, speed(m/s): 204.47, heading: 3.83, x: -280891.47, y: 1335.47, z: 691048.60, pitch: 0.85, bank: 1.04, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.37, MSLAlt: 1335.42, speed(m/s): 204.43, heading: 3.83, x: -280894.11, y: 1335.40, z: 691046.32, pitch: 0.85, bank: 1.02, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.39, MSLAlt: 1335.31, speed(m/s): 204.39, heading: 3.83, x: -280897.25, y: 1335.31, z: 691043.61, pitch: 0.84, bank: 0.98, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.40, MSLAlt: 1335.26, speed(m/s): 204.39, heading: 3.83, x: -280899.39, y: 1335.26, z: 691041.75, pitch: 0.83, bank: 0.96, yaw: 219.48 Emitters.Mode: 0 
Player: t: 1.41, MSLAlt: 1335.21, speed(m/s): 204.36, heading: 3.83, x: -280901.87, y: 1335.19, z: 691039.61, pitch: 0.82, bank: 0.94, yaw: 219.49 Emitters.Mode: 0 
Player: t: 1.43, MSLAlt: 1335.12, speed(m/s): 204.32, heading: 3.83, x: -280904.34, y: 1335.12, z: 691037.48, pitch: 0.81, bank: 0.91, yaw: 219.49 Emitters.Mode: 0 
Player: t: 1.45, MSLAlt: 1335.07, speed(m/s): 204.29, heading: 3.83, x: -280906.98, y: 1335.05, z: 691035.19, pitch: 0.81, bank: 0.89, yaw: 219.49 Emitters.Mode: 0 
Player: t: 1.46, MSLAlt: 1334.99, speed(m/s): 204.26, heading: 3.83, x: -280909.62, y: 1334.97, z: 691032.91, pitch: 0.80, bank: 0.86, yaw: 219.49 Emitters.Mode: 0 
Player: t: 1.48, MSLAlt: 1334.90, speed(m/s): 204.26, heading: 3.83, x: -280912.42, y: 1334.89, z: 691030.49, pitch: 0.79, bank: 0.83, yaw: 219.49 Emitters.Mode: 0 
Player: t: 1.49, MSLAlt: 1334.85, speed(m/s): 204.21, heading: 3.83, x: -280914.89, y: 1334.82, z: 691028.35, pitch: 0.79, bank: 0.81, yaw: 219.50 Emitters.Mode: 0 
Player: t: 1.51, MSLAlt: 1334.76, speed(m/s): 204.18, heading: 3.83, x: -280917.69, y: 1334.74, z: 691025.93, pitch: 0.78, bank: 0.78, yaw: 219.50 Emitters.Mode: 0 
Player: t: 1.53, MSLAlt: 1334.68, speed(m/s): 204.15, heading: 3.83, x: -280920.33, y: 1334.67, z: 691023.65, pitch: 0.77, bank: 0.75, yaw: 219.50 Emitters.Mode: 0 
Player: t: 1.54, MSLAlt: 1334.59, speed(m/s): 204.11, heading: 3.83, x: -280923.13, y: 1334.59, z: 691021.23, pitch: 0.76, bank: 0.72, yaw: 219.50 Emitters.Mode: 0 
Player: t: 1.56, MSLAlt: 1334.53, speed(m/s): 204.11, heading: 3.83, x: -280925.44, y: 1334.52, z: 691019.23, pitch: 0.75, bank: 0.71, yaw: 219.50 Emitters.Mode: 0 
Player: t: 1.57, MSLAlt: 1334.44, speed(m/s): 204.08, heading: 3.83, x: -280927.91, y: 1334.44, z: 691017.10, pitch: 0.75, bank: 0.68, yaw: 219.51 Emitters.Mode: 0 
Player: t: 1.59, MSLAlt: 1334.38, speed(m/s): 204.05, heading: 3.83, x: -280930.55, y: 1334.36, z: 691014.82, pitch: 0.74, bank: 0.66, yaw: 219.51 Emitters.Mode: 0 
Player: t: 1.60, MSLAlt: 1334.29, speed(m/s): 204.01, heading: 3.83, x: -280933.35, y: 1334.28, z: 691012.40, pitch: 0.73, bank: 0.63, yaw: 219.51 Emitters.Mode: 0 
Player: t: 1.62, MSLAlt: 1334.23, speed(m/s): 204.01, heading: 3.83, x: -280935.65, y: 1334.21, z: 691010.41, pitch: 0.73, bank: 0.62, yaw: 219.51 Emitters.Mode: 0 
Player: t: 1.64, MSLAlt: 1334.14, speed(m/s): 203.97, heading: 3.83, x: -280938.45, y: 1334.12, z: 691007.99, pitch: 0.72, bank: 0.59, yaw: 219.52 Emitters.Mode: 0 
Player: t: 1.65, MSLAlt: 1334.05, speed(m/s): 203.94, heading: 3.83, x: -280941.08, y: 1334.04, z: 691005.71, pitch: 0.71, bank: 0.56, yaw: 219.52 Emitters.Mode: 0 
